"","plotID","plotNum","domainID","siteID","decimalLatitude","decimalLongitude","Original_SpRich","rangefilt_95_SpRich","FEve","FDiv","original_FRic","SES.FRic","FRic.p","original_PD","SES.PD","PD.p","original_MPD","SES.MPD","MPD.p","nlcdClass","elevation","temp.range_CHELSA","temp.ave_CHELSA","precip.annual_CHELSA","temp.range_daymet","temp.ave_daymet","precip.total_daymet","Vert.Variance","Vert.Shannon","Vert.Simpson","Vert.Mean","volume_und","volume_mid","volume_subcan","volume_can","clumpy_und","clumpy_mid","clumpy_subcan","clumpy_can","te_und","te_mid","te_subcan","te_can","np_und","np_mid","np_subcan","np_can","Total_veg_amt_NEW","shannon_plot","simpson_plot","variance_plot","range_abs","dist_traveled","clumpy_TotVol","np_TotVol","te_TotVol","PC1","PC2","PC3","PC4","VegRating"
"74","DEJU_007",100,"D19","DEJU",63.866278,-145.725715,6,8,0.524434742504549,0.616781479117528,0.00162284739392881,-1.48366196502333,0.0247524752475248,476.796274776692,0.0358639863826678,0.544554455445545,90.9842972881524,-0.0951602794905203,0.485148514851485,"shrubScrub",533.6,39.9,14.65,621.7,12.9953260869565,12.8185326086957,175.98,0.153728781,11.13212359,0.999957806,0.093057564,16503,227,0,0,0.4068367,0.3616723,NA,NA,23189,355,0,0,2392,63,0,0,16730,1.19052821718719,0.568058811066662,438.487412761912,49.5457262402869,62.7136879856545,0.4094693,2398,23205,-0.0128981707135384,-0.272802504436683,-0.0569201412615571,-0.0581284838276313,"Midstory"
"75","DEJU_016",101,"D19","DEJU",63.85623,-145.757173,6,8,0.53121453656179,0.75155993439833,0.00513786564511219,0.603922161056708,0.737623762376238,462.201788780784,0.0341183264988164,0.514851485148515,93.7212936824255,0.0671299629161702,0.554455445544555,"evergreenForest",569.3,39.7,14.45,642,12.895652173913,12.7066304347826,176.14,3.931075575,12.17853253,0.999993785,1.224817068,146074,26452,0,0,0.3933896,0.4070902,NA,NA,103627,27714,0,0,4261,3383,0,0,172526,1.97814906159951,0.837865343229549,68.1914215027033,19.5216952807113,36.1719393019023,0.4175651,4101,101496,-0.22774338284628,0.0337070009567649,0.218473916012889,-0.0155327535966003,"Midstory"
"76","DEJU_022",103,"D19","DEJU",63.87346,-145.726352,7,9,0.513976709275478,0.647078537059823,0.00674534694046463,0.976050535289248,0.836633663366337,450.464554742318,0.228168455691736,0.584158415841584,93.2309034111404,0.356669782350211,0.633663366336634,"woodyWetlands",524.1,40.1,14.75,615.6,13.0516304347826,12.9111413043478,175.45,2.490001163,11.97067877,0.999992411,0.871222105,116558,9743,0,0,0.4774185,0.352088,NA,NA,78655,14001,0,0,2686,1836,0,0,126301,1.75383800572295,0.799777080140711,109.313828950198,29.3172658965487,46.3804720469355,0.489047,2615,77994,-0.0118637868983749,-0.193039673006593,0.0279127409354709,0.01070042860204,"Midstory"
"77","DELA_002",106,"D08","DELA",32.532479,-87.818534,9,15,0.536665711033316,0.835194228906985,0.00725366093983743,-0.348235787176733,0.50990099009901,542.960041979155,-0.0223761485900622,0.504950495049505,98.576670056658,0.124493676274169,0.564356435643564,"woodyWetlands",24,29.7,11.55,1395.4,11.2730434782609,24.6010869565217,647.23,67.48562005,13.48562846,0.99999851,13.90712782,75978,249180,314471,53039,0.4683295,0.6349277,0.7609025,0.8278538,69545,71734,47737,11590,4405,1528,396,251,692668,3.30003973752697,0.959062928924617,3.75979808503015,5.17636154694601,15.1174877430457,0.7973416,376,18704,-0.661435234589165,0.209924149333228,0.466514589652765,0.221535647290275,"Canopy"
"78","DELA_005",107,"D08","DELA",32.523355,-87.814626,8,15,0.51091378583193,0.856637692489378,0.00558164189951386,-0.602157867399513,0.361386138613861,408.468365182582,-1.46568397549561,0.0792079207920792,81.214713883043,-1.10873289955781,0.148514851485149,"woodyWetlands",27.2,29.7,11.55,1399.1,11.2754347826087,24.6014130434783,640.8,46.77830573,13.30189012,0.999998243,14.30057034,49737,212499,272680,18075,0.4966697,0.7074827,0.8440234,0.8361496,46726,54662,30188,3618,3674,1039,233,97,552991,3.11991265285146,0.948356121553051,6.46193797693986,4.25757381223203,17.5937763905742,0.9565572,151,8950,-0.37822065511481,-0.0441354300315516,0.187345294273662,-0.080519718173027,"Canopy"
"79","DELA_006",108,"D08","DELA",32.533913,-87.803842,13,18,0.513935646899764,0.896890597657228,0.0149412689823009,0.907068220264219,0.846534653465347,707.151933251397,1.18622435256088,0.891089108910891,108.538415577693,0.690191947807589,0.762376237623762,"woodyWetlands",26.6,29.7,11.45,1389.2,11.2676086956522,24.5863043478261,640.03,65.45860896,13.21843065,0.999998036,13.01516634,68890,208002,213408,33681,0.5803273,0.7350731,0.818266,0.811534,44501,48148,32316,8798,2582,901,273,194,523981,3.31345480478636,0.960863854940737,2.7603483613228,4.35511974670837,13.1907454659616,0.935333,255,13079,-0.61090289913591,0.0802541672604661,0.354501359463873,0.184381272398655,"Canopy"
"80","DELA_010",109,"D08","DELA",32.540456,-87.800089,9,14,0.512824610818989,0.914082179489761,0.00419399843732981,-0.817697635457049,0.133663366336634,489.897990407279,0.422991238032667,0.663366336633663,98.6509318360347,0.0598516654952236,0.574257425742574,"woodyWetlands",23.7,29.7,11.45,1387.9,11.2729347826087,24.5951630434783,639.02,76.65984068,13.46388019,0.999998471,15.68637462,61291,222453,270961,106433,0.5357723,0.6910357,0.737687,0.8253802,47009,57193,49550,19741,3091,1302,451,338,661138,3.41839276026944,0.965393450759895,2.35934831554707,2.9048398367663,10.2083074940481,0.9207181,122,10844,-1.09926702846609,0.115429730183577,0.654521843703755,-0.320897554398818,"Canopy"
"81","DELA_013",110,"D08","DELA",32.540611,-87.817309,10,18,0.518337174272126,0.872396543345712,0.00819633908095855,-0.274039895447807,0.52970297029703,663.747226431644,0.223987075945071,0.574257425742574,96.3242769125778,-0.201721149752312,0.425742574257426,"woodyWetlands",24.5,29.7,11.55,1392.3,11.2730434782609,24.6010869565217,647.23,94.79323753,13.16632379,0.999997893,13.57096995,99313,176954,184231,82835,0.6249765,0.7212562,0.7874459,0.850573,52750,48510,35797,14311,2693,1124,446,203,543333,3.43617847203598,0.964439897820431,2.37029865348395,6.42350087331342,13.4589653122487,0.8879937,549,20118,-0.419561662158122,0.0560354092644606,0.502719438859446,0.0255172767528628,"Canopy"
"82","DELA_015",111,"D08","DELA",32.52874,-87.813389,10,14,0.51605663243664,0.894534067330787,0.00823579247456974,0.28626956782721,0.688118811881188,799.673232514803,1.47899459640422,0.920792079207921,113.680138607674,1.62650519460654,0.940594059405941,"woodyWetlands",23.4,29.7,11.45,1393.7,11.2754347826087,24.6014130434783,640.8,55.82813765,13.45680763,0.999998476,13.39274384,67266,286104,296501,21284,0.4565633,0.6742944,0.8076338,0.7231652,63952,64482,38738,7934,4863,1493,480,335,671155,3.20093972582766,0.955779149998367,3.98759516183465,4.65823840990531,14.6033330601724,0.7570964,184,13888,-1.22289812114624,0.14684425370709,0.381616489701593,0.0405658173521594,"Canopy"
"83","DELA_021",112,"D08","DELA",32.526812,-87.819123,7,13,0.520747030633903,0.872219320213026,0.00605913942702376,-0.233295813393072,0.51980198019802,1082.30446162962,0.813080034318508,0.782178217821782,94.3782424976725,-0.58206105107082,0.257425742574257,"woodyWetlands",22.2,29.7,11.55,1395.4,11.2729347826087,24.6009239130435,636.89,50.95510609,13.07768991,0.999997678,9.225528883,132818,250130,126315,7276,0.5868915,0.7612395,0.7990472,0.8066573,69591,46711,27699,2280,3234,490,399,68,516539,3.12452824949191,0.949985908986996,5.91867549895841,5.63519889108083,16.4856864631712,0.8106159,614,30284,-0.86280221658585,-0.0308189992470404,0.292814852424805,-0.289501564781199,"Canopy"
"84","DELA_026",113,"D08","DELA",32.534426,-87.811195,8,12,0.523593444777799,0.881365164058423,0.00886258635341918,0.739817880069391,0.777227722772277,1104.02972402897,-0.545770930584841,0.287128712871287,88.6315804963192,-1.8686972251535,0.0495049504950495,"evergreenForest",26.9,29.7,11.45,1390.6,11.2676086956522,24.5863043478261,640.03,91.04508569,13.4505741,0.999998494,16.00501043,60687,139499,354145,111597,0.330274,0.5770291,0.6063235,0.6885999,87209,73762,69743,41539,5935,2310,270,902,665928,3.13120346674932,0.94886978569332,6.29071659685038,7.9861486527072,23.3065736836415,0.6392128,215,20358,-1.52912242050998,0.390732374920572,0.401579458135705,-0.140902596628747,"Canopy"
"85","DELA_027",114,"D08","DELA",32.538459,-87.809946,11,17,0.511090712927052,0.835120986787201,0.0173571632063073,1.60140855213832,0.925742574257426,973.150562933687,0.0296491475090899,0.534653465346535,93.8146681110859,-0.510123482867045,0.316831683168317,"evergreenForest",28.5,29.7,11.45,1390.6,11.2676086956522,24.5863043478261,640.03,94.53760762,13.05675731,0.999997701,13.32365068,70343,130712,200621,66793,0.5082785,0.6768567,0.7802977,0.7542503,59549,47928,39412,23174,3366,1341,282,418,468469,3.32715954129915,0.960277599790491,3.27969754061197,7.04507662193229,16.2772776853965,0.8561533,796,26891,-0.671046388972944,0.15305781448743,0.123494226719517,-0.158580562749089,"Canopy"
"86","DSNY_001",115,"D03","DSNY",28.096946,-81.418598,8,16,0.522413220535466,0.760583778647153,0.0115764973117232,0.706161154258953,0.727722772277228,733.707301722225,-1.0370916508334,0.168316831683168,85.1777453973087,-1.39781223097096,0.108910891089109,"woodyWetlands",20.9,20.8,28.45,1287.8,11.18,27.4998913043478,600.35,4.362148499,11.42756516,0.999978537,0.5771308,86143,23845,661,0,0.2603762,0.6428351,0.6234453,NA,123353,14315,434,0,5995,831,29,0,110649,1.21480726334248,0.438381638093281,282.770434977417,75.48464062034,79.7106164538315,0.3101379,5398,120883,-0.114719667688057,-0.0846622465431102,-0.0143740330128139,0.0139644614967778,"Subcanopy"
"87","DSNY_002",116,"D03","DSNY",28.048501,-81.416891,7,14,0.53043559193298,0.811313779827905,0.00736262602580704,0.288498905186759,0.757425742574257,838.201022255905,-1.60437628517841,0.0495049504950495,84.1677806005085,-1.69351786593413,0.0297029702970297,"woodyWetlands",17.4,20.7,28.45,1275.6,11.1921739130435,27.4834782608696,549.29,11.89514933,11.59326731,0.999983744,1.054155993,185694,21183,14649,8,0.5159525,0.7342513,0.782424,0.5714286,95473,8668,4583,4,4579,346,131,1,221534,1.11725940251676,0.36023302701604,240.522173808969,78.988326848249,81.7007773073208,0.544884,4112,89930,-0.0943446396347949,-0.247613874688119,-0.0355238465331421,0.0134232899308387,"Canopy"
"88","DSNY_004",117,"D03","DSNY",28.098384,-81.40086,9,18,0.571439528483674,0.832081078948202,0.0133293893563009,1.33234769513452,0.886138613861386,952.82597776267,-0.857179571073557,0.188118811881188,92.6038548971377,-0.484367787480936,0.316831683168317,"woodyWetlands",20.7,20.7,28.45,1293.4,11.14,27.4777173913043,601.04,6.97018439,11.64868416,0.999987094,0.99462793,88792,45700,228,0,0.3015162,0.6622117,0.7223211,NA,113553,22603,117,0,6057,1124,8,0,134720,1.76355453637376,0.664113652654613,164.900465758724,57.7731591448931,65.9850059382423,0.3804695,4982,109805,-0.0615883451004355,-0.156475359700181,0.0804759830812218,-0.0170300150612259,"Subcanopy"
"89","DSNY_008",118,"D03","DSNY",28.046413,-81.40187,6,16,0.571579933747621,0.812190333311524,0.00625115171113318,-0.435198827357074,0.48019801980198,1084.31564247879,0.587499512478406,0.683168316831683,90.0067679682869,-0.847188513189604,0.178217821782178,"woodyWetlands",18.9,20.6,28.45,1276.5,11.1791304347826,27.4620652173913,553.82,6.117962071,12.07349576,0.999991231,1.098833562,169715,43774,186,0,0.4777368,0.6907104,0.6664598,NA,99397,19219,144,0,4448,708,14,0,213675,1.81926270840265,0.69576175820444,153.384195239872,43.5465075465075,52.9247689247689,0.5242347,3891,92925,-0.123300511815539,-0.148830405828989,0.0150759568161581,-0.00010242199218465,"Subcanopy"
"90","DSNY_010",119,"D03","DSNY",28.118596,-81.433405,6,13,0.590706342819771,0.804239029604668,0.00648095144790527,0.13442702908842,0.717821782178218,706.624176885444,-2.55037863700391,0.0099009900990099,77.0646436804373,-2.72947610127864,0.0099009900990099,"woodyWetlands",19.9,20.8,28.45,1292.3,11.1948913043478,27.520597826087,627.88,21.42694894,11.76574942,0.999990161,2.154725778,112098,65541,15191,0,0.3655676,0.6108517,0.6639671,NA,114479,41355,10056,0,4916,1101,476,0,192830,1.9523761146026,0.698864787838212,121.75269843202,53.1768915625162,62.8994451070891,0.4688874,3532,103783,-0.161021470285295,-0.075508901511986,-0.00711155701925949,0.0102813357409909,"Subcanopy"
"91","DSNY_013",120,"D03","DSNY",28.110199,-81.425984,5,13,0.584625394436802,0.762236519562428,0.00648531072516886,0.117777389174683,0.717821782178218,900.896351316228,-0.559487498506848,0.336633663366337,83.523341025932,-1.97363565732243,0.0297029702970297,"woodyWetlands",20.1,20.8,28.45,1290,11.1867391304348,27.5098913043478,613.32,8.847336433,11.43338847,0.999982892,0.979595262,95189,35354,3582,0,0.3119966,0.628063,0.6917533,NA,117912,24031,2209,0,6033,1008,116,0,134125,1.5395423390685,0.547359898246288,211.91584302827,65.9668219944082,72.7142590866729,0.3771875,5041,114596,-0.0423342622378555,-0.0254635137040033,-0.0284922933387866,0.0329236758907008,"Subcanopy"
"92","DSNY_016",121,"D03","DSNY",28.04555,-81.393555,6,13,0.583054624877821,0.80556036940655,0.00886840470968824,0.640936565745985,0.797029702970297,883.446968485575,-1.08565027647624,0.138613861386139,88.4820315092357,-1.0175996867765,0.168316831683168,"pastureHay",19.9,20.6,28.45,1279.2,11.1617391304348,27.4520652173913,563.28,3.561331919,11.05930459,0.999970674,0.481835493,34903,16346,354,0,0.3821685,0.842657,0.7581091,NA,48769,3584,167,0,4635,68,10,0,51603,1.84334119983081,0.669431108445986,161.772550587328,54.9561072030696,61.0429626184524,0.4790099,4457,46125,-0.0112564162559136,-0.202914084608811,-0.0241274471574043,0.0768868865300092,"Subcanopy"
"93","DSNY_017",122,"D03","DSNY",28.058073,-81.402866,4,12,0.600771164773624,0.83957858007115,0.00519191058508466,-0.109562946748499,0.589108910891089,752.16176867403,-1.90393062871165,0.0396039603960396,77.7095661491381,-2.38401526464611,0.0099009900990099,"woodyWetlands",20.8,20.6,28.45,1279.3,11.1686956521739,27.4492391304348,559.92,1.67793172,11.32914349,0.999966479,0.298089602,47792,9862,55,0,0.2431764,0.7567705,0.7333333,NA,87814,3691,19,0,7669,165,1,0,57709,1.02719551859175,0.372211047237472,355.603389594227,79.6374915524442,84.3733213190317,0.2862073,7460,86856,-0.183681101953571,-0.0865623192297267,-0.019285646310414,0.0330173559353807,"Subcanopy"
"94","DSNY_019",123,"D03","DSNY",28.074616,-81.394654,9,15,0.570435960179471,0.789365183013199,0.0158057305948764,2.28655621176476,0.965346534653465,845.678816479387,-1.20715481350423,0.158415841584158,84.6119253886802,-1.54801796144545,0.0792079207920792,"woodyWetlands",20.6,20.6,28.45,1289,11.1446739130435,27.4503804347826,567.95,8.098723971,11.22351948,0.999979881,0.870568516,45820,28689,3015,0,0.2551334,0.6736803,0.7510053,NA,80810,15538,1277,0,7894,759,54,0,77524,2.03057755953474,0.732725407938836,119.246118396553,52.6495020896755,63.0849801351839,0.3847575,7107,79736,-0.0440060044512422,-0.104700359595525,0.105966557511097,0.0234140381479292,"Subcanopy"
"95","DSNY_034",124,"D03","DSNY",28.065645,-81.41829,7,14,0.572343778699008,0.765500299684502,0.00444811498789849,-0.825490965218932,0.202970297029703,756.364326301314,-2.13109527812955,0.0297029702970297,77.5954682784331,-2.57960096397576,0.0099009900990099,"pastureHay",19.7,20.7,28.45,1279.9,11.1954347826087,27.4867391304348,550.31,1.580091028,11.44759132,0.999972363,0.32668688,67692,8964,38,0,0.4753034,0.8301181,0.5703302,NA,64915,2090,45,0,5264,70,3,0,76694,0.893763369822481,0.318827665570085,388.968003136344,82.953034135656,86.2179570761729,0.4978005,5204,63617,0.0839406628904762,-0.173897430668056,-0.0175351388871456,0.0539872752604371,"Subcanopy"
"96","DSNY_038",125,"D03","DSNY",28.05811,-81.390226,8,16,0.584376073098074,0.843568093898394,0.00700063015590148,-0.332151894894863,0.50990099009901,802.444577279023,-1.41357136585535,0.0594059405940594,84.882957283673,-1.37363439925916,0.0891089108910891,"pastureHay",20.3,20.6,28.45,1285.7,11.150652173913,27.4533695652174,567.91,0.615640435,11.57858748,0.999975874,0.229990723,38908,3357,0,0,0.3919858,0.7000689,NA,NA,45957,1626,0,0,6263,70,0,0,42265,1.34635601766458,0.573761065930573,291.096547621959,54.257660002366,63.4496628415947,0.4083275,6260,45305,-0.0937548910818174,-0.128661088875888,0.211503425504086,-0.0180222755789533,"Midstory"
"97","GRSM_001",126,"D07","GRSM",35.685371,-83.53005,10,16,0.521634686965877,0.796528468940624,0.00592646249165293,-0.436247022159673,0.5,886.292364472978,2.97218765959648,0.98019801980198,117.994959802196,3.22916296360557,0.99009900990099,"deciduousForest",552.3,30.4,4.25,1425.9,11.8534782608696,21.0741304347826,415.33,162.2243431,12.80866697,0.999997123,18.87372905,42391,33978,123721,172252,0.238668,0.4379644,0.4729723,0.5939302,84374,43547,92860,77947,6867,3200,2888,906,372342,3.48279284676968,0.962095202793216,3.65240352314186,8.92942509843101,18.2163172567156,0.2594343,451,99039,-0.58262392083719,0.169342808432298,0.0942932702429926,0.21924590937243,"Canopy"
"98","GRSM_002",127,"D07","GRSM",35.670734,-83.586452,7,13,0.519246895351792,0.769145796955005,0.00394781086542533,-0.394639634166583,0.47029702970297,806.001528373888,2.38149092177501,0.98019801980198,106.26577827904,1.70567984425729,0.95049504950495,"deciduousForest",683.9,29.8,3.35,1561.6,11.2061956521739,19.8326630434783,461.29,123.7221954,13.38650639,0.999998362,17.10210612,96418,107265,260785,203463,0.2851227,0.4886811,0.5277044,0.7434181,124536,82720,91950,49124,5471,3599,1035,540,667931,3.49369676404077,0.964801394310636,3.02652390101814,7.34493135508212,16.3963289566272,0.3041443,26,31949,-0.433909514246191,0.153830190959764,0.181637467301451,0.0837428656063285,"Canopy"
"99","GRSM_003",128,"D07","GRSM",35.676897,-83.474678,9,15,0.52123987416899,0.800743068626553,0.0135733801873242,1.79432584241079,0.945544554455445,660.229016163474,0.254639805610761,0.673267326732673,99.0093096106658,0.713449306795496,0.801980198019802,"deciduousForest",889.3,29.5,19.45,1562.1,10.8302173913043,18.0858695652174,490.88,112.2907637,13.35118435,0.999998347,16.24358787,53713,74148,315337,149470,0.1980135,0.4328651,0.5599019,0.7517508,105939,76596,81338,41870,9164,4214,643,616,592668,3.17527797232908,0.950448766117041,6.29518817511771,8.71449108100994,22.1457881984517,0.4622614,472,42657,-0.617790392563369,0.129285894848952,0.141515381574804,0.13604363232702,"Canopy"
"100","GRSM_004",129,"D07","GRSM",35.68849,-83.538396,7,13,0.525630449740066,0.858367988515216,0.00450198555679299,-0.230652549978824,0.608910891089109,610.647320155403,0.651538864581139,0.792079207920792,105.005367021813,1.43430626021882,0.910891089108911,"deciduousForest",451.4,30.6,4.55,1450.3,11.7914130434783,21.0439673913043,421.71,111.2547394,12.45030323,0.999995762,12.83483884,40226,66623,116377,49338,0.3820419,0.4248706,0.4846806,0.5393313,58197,75191,88849,44050,4878,3694,2344,2195,272564,3.45435525387075,0.965198053583904,2.74907915776374,5.81514800193716,14.5202594619979,0.3531097,582,115648,-0.697060401195872,0.390761884627414,0.015207201036188,0.229281654468501,"Canopy"
"101","GRSM_006",130,"D07","GRSM",35.678322,-83.643139,7,11,0.53145421047068,0.829010695249162,0.0035605393534829,-0.237208249295304,0.54950495049505,811.976365626038,1.12903072922404,0.851485148514851,110.028593844767,2.06029182424836,0.97029702970297,"deciduousForest",544.9,30.3,4.25,1427.1,11.56,21.0670652173913,424.05,103.8145662,13.85996085,0.999998943,13.49110877,211002,319994,366435,185868,0.3190421,0.4829092,0.6670749,0.7625946,132269,94938,63748,41544,2117,972,608,501,1083299,3.49415463765437,0.966983961871502,2.5059794874923,5.99243606797385,11.2803575005608,0.3518125,3,11325,-0.959639453505426,0.0703604805249179,0.0261860105649456,-0.217498172073242,"Canopy"
"102","GRSM_007",131,"D07","GRSM",35.685038,-83.513524,10,17,0.520639123507648,0.776068998177514,0.00764853752880477,-0.249215411868755,0.46039603960396,629.213185025102,2.06158192026561,0.99009900990099,126.619282667762,1.73584556224624,0.98019801980198,"deciduousForest",636.4,30.2,3.75,1410,11.67,20.5846739130435,426.86,61.65750969,11.56643255,0.999988969,4.040787466,64965,28118,45659,10562,0.2440956,0.4734001,0.5416643,0.5666427,109313,33646,42203,9846,8166,2160,1538,458,149304,2.55781745809624,0.809468443445597,44.3826397515455,42.0544660558324,49.2813320473664,0.3331307,4902,128978,-0.307108825524991,-0.0488207495171602,0.15366272840652,0.070919800394247,"Canopy"
"103","GRSM_010",132,"D07","GRSM",35.667723,-83.527185,9,14,0.533723663842051,0.747849697704205,0.012125011988859,1.78435933705093,0.935643564356436,677.938675544573,0.842855967175066,0.782178217821782,111.069424010534,0.582831767713906,0.712871287128713,"deciduousForest",554.7,30.3,4.15,1449.7,11.790652173913,20.875,420.64,149.8845103,12.854941,0.999997247,22.21696915,36527,42092,104561,203139,0.3035825,0.4220041,0.4843677,0.580559,65620,53934,83881,82911,6003,3698,3156,439,386319,3.61377635157602,0.969820673578067,1.9885091677871,4.55167879395008,13.110149902024,0.1724326,35,97509,-0.578975432282773,0.20356209002181,0.0749743898548757,0.371628850600098,"Canopy"
"104","GRSM_013",133,"D07","GRSM",35.685003,-83.636262,2,7,0.608639064874042,0.729759544911327,0.00989464383835348,4.79922587247249,0.995049504950495,783.52285799283,0.701618864123177,0.722772277227723,107.423088108909,0.0595864828753698,0.504950495049505,"deciduousForest",566.9,30.2,4.05,1459.4,11.3826086956522,20.593152173913,443.73,85.0324187,13.74021252,0.999998814,12.32235896,223582,284338,375306,93347,0.3492409,0.4451929,0.5866462,0.7001781,125316,105105,73733,38056,2321,1087,331,890,976573,3.36918772227827,0.962640462445554,3.08381892458429,6.17680398700353,16.3060006778807,0.3114339,2,14987,-0.689857632424706,0.282642352600674,0.0608020945350964,0.653155986375534,"Canopy"
"105","GRSM_015",134,"D07","GRSM",35.730232,-83.410697,6,14,0.60336849248533,0.740498855256243,0.0143824199304133,2.05621972674103,0.965346534653465,675.13818325234,0.102811674977013,0.524752475247525,103.723339211618,-0.211817859260607,0.445544554455446,"deciduousForest",460.7,30.6,22.35,1367.3,12.0098913043478,21.1038586956522,405.67,139.6429245,12.53925842,0.999996148,16.47096044,41503,54282,99013,101608,0.3103813,0.418709,0.4450636,0.5813921,70347,65685,89724,64807,6100,3835,3116,1431,296406,3.56142495356886,0.968896343647438,2.01850775689535,6.57139194213343,15.301984440261,0.2119938,318,126498,-0.361607111005751,0.0422318028533858,0.245141063745952,0.203219777626806,"Canopy"
"106","GRSM_020",135,"D07","GRSM",35.702167,-83.361129,6,13,0.600962804904385,0.751255696896616,0.00590145013663654,0.158333951206043,0.698019801980198,666.057316468001,1.71102156738175,0.98019801980198,121.362504388414,1.55796786503622,0.96039603960396,"deciduousForest",635.3,30.2,23.35,1417.2,11.7701086956522,20.0033152173913,429.46,170.9093092,13.30623238,0.999998241,25.96396267,50918,68619,130064,395928,0.3437718,0.4659327,0.4714169,0.542484,78838,67503,94576,67962,5158,4493,3604,222,645529,3.76299497477055,0.974330262105119,1.38665179871541,3.31758914006962,10.355537861196,0.09485267,2,32128,-0.695532026504844,0.326199258331963,0.348604626832787,0.639213938502651,"Canopy"
"107","GRSM_031",136,"D07","GRSM",35.679701,-83.486915,5,12,0.602377763892265,0.68637902758635,0.004180402328765,-0.130200781956799,0.707920792079208,738.837533703034,0.415678260289652,0.653465346534653,111.272299337632,0.504419306427939,0.673267326732673,"deciduousForest",734.7,29.9,3.15,1474.2,11.3652173913043,19.5892391304348,456.11,128.4390925,12.99335373,0.999997634,19.69817385,28777,45752,152464,201099,0.2193374,0.372073,0.4815595,0.5709092,64946,65199,97666,84739,6767,4652,2672,479,428092,3.35565449471027,0.959719059500634,4.01741870483963,5.77726283135401,16.8786148771759,0.243953,341,82413,-0.403442153045097,-0.202477736227567,0.0468636193605362,0.136176950662175,"Canopy"
"108","GRSM_032",137,"D07","GRSM",35.672629,-83.496455,5,13,0.59659582038995,0.77279500586666,0.00556032325909194,0.0318846774027745,0.707920792079208,747.397666613391,0.328199198017907,0.623762376237624,111.574430217185,0.62977205809065,0.742574257425743,"deciduousForest",792.5,29.8,2.85,1490,11.3930434782609,19.7016304347826,452.94,98.41064872,12.57964213,0.999996371,11.21811524,48695,56655,177709,20356,0.2371101,0.4294345,0.5860337,0.6898103,93289,66404,80945,12747,8320,3752,797,316,303415,3.03773540343053,0.938160004877154,9.18670980222808,14.538832951568,29.6287263319216,0.4022427,1991,101682,-0.398999532152011,0.157872868335017,0.0480396341786612,0.127550539960114,"Canopy"
"109","GRSM_033",138,"D07","GRSM",35.696353,-83.511363,9,15,0.595706918295072,0.770565403042469,0.00520891418789732,-0.434921249960866,0.450495049504951,642.026394486604,0.641784478208299,0.772277227722772,115.049211229241,1.30652182155221,0.881188118811881,"deciduousForest",498.7,30.4,4.25,1383.9,11.8732608695652,21.1451086956522,412.83,167.279585,12.21345714,0.999994715,13.8022835,41613,28166,70781,86544,0.3273493,0.42753,0.4094692,0.4763956,69827,38742,80707,78961,5609,3032,3962,2128,227104,3.31765808767988,0.946727002310537,7.05699442437296,16.4030576299845,26.2060553755108,0.2495183,960,140775,-0.487630139680809,0.0266645270026892,-0.122434629730594,0.015319861445093,"Canopy"
"110","GRSM_034",139,"D07","GRSM",35.652168,-83.512218,3,11,0.61272011178271,0.707820844904258,0.00310870713493743,-0.392506824377144,0.440594059405941,514.020119742186,0.209367587255782,0.534653465346535,97.402887280622,-0.281698535659057,0.405940594059406,"deciduousForest",665.4,30.1,3.55,1514.2,11.4764130434783,19.8847282608696,449.06,148.1924656,12.86132403,0.999997298,21.16187545,30357,32954,107170,213418,0.2435056,0.4231226,0.4545007,0.5646886,64239,44036,91505,86163,6441,3533,3414,490,383899,3.4184274551513,0.961397092953114,3.76658941352276,6.47201477471939,17.0484945259039,0.2341258,200,92318,-0.233632917425967,0.000645794913169073,-0.022191477833887,0.163900424235755,"Canopy"
"111","GRSM_035",140,"D07","GRSM",35.644627,-83.505309,2,9,0.613281658977929,0.733629637451291,0.00355834418128001,0.27740157658701,0.757425742574257,799.290995365599,1.06929237159096,0.871287128712871,109.163133995311,0.608661842713028,0.732673267326733,"deciduousForest",737.1,29.8,2.85,1572.9,11.1809782608696,19.078097826087,468.16,182.8343842,12.84801189,0.99999723,20.47337403,47202,37188,94303,216411,0.3369546,0.4725667,0.4734813,0.5906076,71758,42666,81134,81059,6099,3020,3179,370,395104,3.55182399555974,0.964891193955219,3.13024292948341,8.35480458210791,16.5491442716058,0.2482971,121,88980,-0.584364723559882,0.242784920597635,0.0541520500928936,0.525648106065827,"Canopy"
"112","HARV_001",141,"D01","HARV",42.422491,-72.257323,10,16,0.571897568914825,0.71750229200738,0.00740855957912783,0.0920171084067844,0.618811881188119,448.748084375388,-0.767763731959816,0.198019801980198,91.0586855871351,-0.629085519014768,0.316831683168317,"deciduousForest",183.8,36.2,22.25,1160.5,11.7583695652174,17.3092934782609,373.2,97.82268463,13.56027843,0.999998627,14.45570385,146986,162807,413317,102539,0.3701204,0.5289344,0.5764528,0.7300943,121170,85660,70875,33691,2592,3546,249,849,825649,3.15616564329726,0.94685230844351,7.24854679391773,13.1603138864094,29.2947729604226,0.2399617,10,19415,-0.443640596839776,-0.0830852975963045,0.00014912097373225,0.452696970812297,"Canopy"
